Protein,FS1 A MCF7,FS1 B MCF7,FS2 A MCF7,FS2 B MCF7,FP1 A MCF7,FP1 B MCF7,FP2 A MCF7,FP2 B MCF7,FP3 A MCF7,FP3 B MCF7,MIN PSMs for quant
PEX16,0.8692,1.1968,0.3445,0.4531,1.0993,1.2009,1.8840,1.9587,1.0913,1.1751,7
PEX19,3.6013,3.6525,1.1863,1.7745,0.4487,0.5922,0.5803,0.5840,0.3388,0.3747,17
PEX2,0.3580,0.3885,0.2791,0.3422,1.3131,1.3853,1.9653,2.1061,1.4904,1.4971,5
PEX26,0.6522,0.7062,0.4611,0.5219,1.3657,1.5425,2.1018,1.9794,1.5196,1.4009,8
PEX3,0.5285,0.5292,0.4572,0.5432,1.4059,1.4014,2.0581,2.0750,1.1880,1.0924,42
PEX5,3.3681,3.1248,0.6838,0.7756,0.8599,0.9399,1.2347,1.2611,0.7730,0.8667,42
PEX6,0.4199,0.4262,0.4941,0.5164,1.3921,1.4388,2.1354,2.1481,1.3091,1.4652,17
PEX7,3.3070,3.1156,1.0903,0.9453,0.7308,0.8019,0.8421,0.9019,0.8603,0.6722,7
PFAS,3.8677,3.5816,1.4289,1.3764,0.5904,0.5589,0.5036,0.4751,0.3734,0.3878,110
PFDN1,2.5369,2.6226,1.6539,1.9964,0.5991,0.6253,0.5518,0.4649,0.4492,0.4981,32
PFDN2,2.6947,2.3320,1.7339,2.5235,0.5020,0.6272,0.3907,0.3396,0.3306,0.3723,77
PFDN4,3.5500,3.4284,1.6895,1.8377,0.5010,0.5463,0.4112,0.3678,0.3198,0.3477,61
PFDN5,3.4496,3.1225,1.6784,2.0916,0.4753,0.4924,0.3662,0.3349,0.3204,0.3031,64
PFDN6,3.8570,3.7125,1.6408,1.7645,0.4972,0.4947,0.4145,0.3752,0.3515,0.3756,88
PFKFB2,3.4576,3.1651,1.6174,1.3679,0.7010,0.6786,0.6163,0.6535,0.4890,0.5442,37
PFKFB3,1.2609,1.2890,2.2877,1.8838,0.8624,0.7835,0.7558,0.7117,0.5596,0.5924,33
PFKFB4,3.2599,3.1689,1.5365,1.2770,0.6921,0.6382,0.7335,0.6947,0.7614,0.7808,2
PFKL,4.6795,4.2337,0.8829,0.9203,0.5982,0.5972,0.5697,0.5589,0.5152,0.5329,107
PFKM,5.4027,4.2170,0.8310,0.7147,0.4947,0.4729,0.5502,0.6402,0.5041,0.4620,43
PFKP,5.2491,4.7322,0.8044,0.8083,0.5028,0.5186,0.5490,0.5304,0.4847,0.4781,236
PFN1,4.7102,4.1057,0.9342,0.9628,0.4858,0.5411,0.4781,0.4482,0.3953,0.4008,317
PFN2,4.9017,4.4217,0.9980,1.0557,0.5448,0.5649,0.5006,0.4802,0.4990,0.5562,73
PGAM1,4.2530,4.0002,1.2874,1.2424,0.4938,0.5399,0.4841,0.4292,0.3732,0.3749,87
PGAM5,0.5609,0.5914,0.5147,0.5473,1.4875,1.5685,2.1253,2.0705,0.9052,0.8349,155
PGAP1,0.3985,0.4508,0.4041,0.4252,1.4491,1.5105,1.7191,1.9066,1.4992,1.8539,7
PGAP2,0.2727,0.2136,0.2152,0.2597,1.0408,1.1223,2.1634,2.1357,2.2140,2.1462,3
PGAP3,0.6452,0.7147,0.4101,0.3177,1.3250,1.3997,2.0437,1.9112,1.5937,1.4979,2
PGBD2,0.5708,0.7337,0.9295,0.9143,1.0503,0.9763,1.1697,0.9673,1.7382,2.4089,3
PGBD4,1.5751,1.0044,0.9777,1.3076,1.1381,1.3963,1.0638,1.0654,1.2822,1.2818,1
PGD,5.4844,5.0405,1.1147,0.9860,0.4311,0.4172,0.3875,0.3737,0.3218,0.3459,387
PGGT1B,3.7807,3.4524,1.1249,1.2756,0.8655,0.7134,0.4307,0.8851,0.3588,0.6730,9
PGK1,4.0926,3.8150,1.4862,1.5334,0.4595,0.4512,0.3624,0.3248,0.2967,0.2936,513
PGK2,4.1847,4.1391,1.4618,1.4070,0.5886,0.5908,0.6115,0.5808,0.3803,0.4744,9
PGLS,3.6231,3.5015,1.3271,1.2337,0.6946,0.6517,0.6215,0.6670,0.5184,0.4838,51
PGLYRP2,2.8209,2.8897,1.1838,1.0827,0.9996,0.9432,1.0580,1.0526,0.7674,0.6475,2
PGM1,4.3440,4.3207,1.3929,1.1400,0.5943,0.5863,0.6089,0.5416,0.4469,0.4585,42
PGM2,3.2041,2.9602,1.8521,1.4040,0.6427,0.5456,0.5260,0.4833,0.3920,0.4029,136
PGM2L1,4.6262,4.1981,1.0805,0.8863,0.6450,0.5273,0.6356,0.6451,0.4603,0.5003,41
PGM3,4.3508,3.9041,1.3541,1.1547,0.5187,0.5273,0.4477,0.4345,0.3879,0.3998,75
PGM5,4.0803,4.5975,1.2813,0.9137,0.6385,0.6060,0.6590,0.6540,0.3433,0.4052,13
PGP,3.6982,3.7744,1.5845,1.7203,0.4341,0.4751,0.3766,0.3627,0.3121,0.2980,45
PGPEP1,3.5942,3.6762,0.8718,0.8630,1.0474,1.4100,0.7542,0.7596,0.5564,0.5780,1
PGR,1.5770,1.6491,1.5332,1.5717,1.0019,0.9071,0.9384,0.9824,0.8615,0.9562,21
PGRMC1,0.6500,0.6252,0.4986,0.5956,1.3017,1.2991,2.0905,1.9789,1.4012,1.2506,122
PGRMC2,0.5124,0.5734,0.3874,0.4540,1.4141,1.2997,2.2781,2.0262,1.6206,1.2871,70
PGS1,0.4335,0.4223,0.3561,0.3488,1.5644,1.6441,2.2405,2.3851,1.2068,1.1355,16
PHACTR2,5.0492,4.5943,0.9792,1.0920,0.4665,0.5291,0.6186,0.5481,0.4298,0.5431,27
PHACTR4,3.4068,3.3788,1.4245,1.4446,0.6328,0.5903,0.6429,0.5932,0.6171,0.5989,58
PHAX,0.6601,0.6881,1.8686,2.1544,0.6248,0.6420,0.5534,0.5522,1.5079,1.5003,76
PHB,0.5855,0.5800,0.4472,0.4821,1.5820,1.5779,2.4214,2.1526,0.8949,0.8539,360
PHB2,0.4477,0.4598,0.4059,0.4996,1.5619,1.6390,2.4116,2.2398,0.8874,0.8904,259
PHC1,0.5744,0.5694,0.6506,0.6270,1.0921,1.0169,0.7799,0.6579,3.8981,2.5743,5
PHC2,0.6456,0.6882,0.8071,0.7992,1.1066,1.1973,0.8343,0.9246,2.2938,2.4129,40
PHC3,0.8133,0.7528,1.1882,1.4348,0.9360,0.9190,0.7400,0.7785,1.9213,1.8766,36
PHF1,0.8387,0.8647,1.0375,0.8974,1.5894,1.7044,1.0040,1.0664,1.4689,1.3175,16
PHF10,0.4744,0.4813,0.8793,0.9039,1.0460,1.0499,0.7173,0.7409,2.6169,2.2023,39
PHF11,0.4356,0.3987,0.4249,0.5580,1.6576,1.7357,0.8554,0.9990,2.0785,2.2336,8
PHF12,0.5795,0.5646,0.9886,1.0029,0.9012,0.9670,0.6122,0.6662,2.5558,2.4283,37
PHF13,0.5153,0.7374,1.0489,1.4849,1.3453,1.3133,0.8727,1.0112,1.5352,1.6607,3
PHF14,0.4407,0.5327,0.5213,0.5986,2.6774,2.7815,1.2434,1.3341,0.5062,0.5554,75
PHF19,1.4055,1.2421,0.8363,0.8136,0.9969,1.0990,0.8167,0.8677,2.0679,2.0699,9
PHF2,0.4780,0.5605,0.4213,0.4841,2.3103,2.3382,1.1880,1.2773,1.1080,1.1431,115
PHF20,0.6675,0.8645,1.2588,1.2910,1.0719,1.0446,0.7962,0.8221,1.7601,1.9734,21
PHF20L1,0.5370,0.5604,1.1182,1.1758,1.4234,1.5384,0.8563,0.9048,1.3057,1.4730,64
PHF21A,0.7327,0.7417,1.6390,1.6161,1.0084,0.8979,0.9416,1.0323,1.0983,0.9793,12
PHF23,0.5245,0.4560,1.9930,2.4782,0.9307,0.9174,0.6758,0.6394,0.8218,0.9009,22
PHF3,0.5036,0.5219,0.9156,0.9605,1.8674,2.0340,1.0115,1.1012,0.9155,1.0944,177
PHF5A,0.4205,0.4308,1.4610,1.8232,1.2471,1.2414,0.6728,0.7182,1.4960,1.3788,94
PHF6,0.4666,0.4466,1.2023,1.3118,0.8871,0.9489,0.6370,0.6901,1.9781,2.1402,67
PHF8,0.8198,0.8084,1.0300,1.0201,1.1691,1.1925,1.2087,1.2570,1.3595,1.4927,32
PHGDH,4.8023,4.5212,0.8099,0.8915,0.6657,0.6734,0.6658,0.6817,0.4672,0.5331,91
PHIP,0.5551,0.5497,0.4108,0.4524,2.6483,2.5831,1.3414,1.4727,0.5743,0.5706,148
PHKA1,5.7256,5.1855,0.7493,0.6592,0.5128,0.5753,0.5196,0.5577,0.5623,0.6507,40
PHKA2,4.0867,4.0228,0.8432,0.8296,0.6339,0.6473,0.5722,0.7213,0.9210,0.9646,33
PHKB,4.5213,4.2055,0.7764,0.7580,0.5994,0.6586,0.6701,0.6566,0.9137,1.1333,30
PHKG2,4.7389,4.6553,0.7818,0.8219,0.5959,0.6060,0.6539,0.6326,0.7607,0.8348,27
PHLDA1,2.9662,2.8628,1.4632,1.5625,0.8209,0.8029,0.7027,0.8898,0.6226,0.7509,5
PHLDA2,2.2259,2.2102,1.4854,1.1096,0.8979,0.7552,1.2217,1.1486,0.8827,0.9442,6
PHLDA3,1.9885,1.9323,1.0543,1.1295,0.9716,0.9719,1.2492,1.3436,0.9050,1.1842,6
PHLDB2,0.9932,1.0139,1.0499,1.1819,1.2322,1.3249,1.6482,1.5500,0.8080,0.9069,28
PHLDB3,1.9943,2.0724,1.1465,0.8756,1.0538,1.0963,1.3796,1.1508,0.8709,0.9237,22
PHLPP1,1.9170,2.1233,1.3067,1.6299,0.6863,0.7653,0.7122,0.8280,0.7138,0.8267,12
PHLPP2,3.0944,2.9647,1.1091,0.8824,0.7600,0.8215,1.0437,0.9827,0.7255,0.9053,14
PHOSPHO2,4.7366,4.0420,1.3488,1.1727,0.5671,0.4693,0.5557,0.3974,0.4750,0.4203,4
PHOX2B,1.1462,0.9005,0.6176,0.6099,0.9075,0.6267,1.2084,0.6883,4.6273,1.8954,1
PHPT1,5.1318,4.7550,0.9534,1.1082,0.4216,0.4818,0.3931,0.3528,0.4407,0.4606,64
PHRF1,0.8122,0.8107,0.9215,1.0031,1.3094,1.4769,0.8705,0.9065,1.5239,1.5903,27
PHTF1,0.2609,0.4356,0.3395,0.5665,1.3250,1.3393,1.9355,2.1313,1.6095,1.5857,4
PHTF2,0.4981,0.5489,0.3145,0.3966,1.2990,1.3073,2.4877,2.1514,1.5828,1.5495,9
PHYH,0.5068,0.5224,0.5369,0.5818,1.2333,1.3470,2.0364,2.0170,1.2464,1.3290,21
PHYKPL,4.2736,3.8510,1.4024,1.2893,0.6156,0.6720,0.4785,0.5504,0.3807,0.4507,16
PI4K2A,0.8709,0.9374,0.5179,0.4765,0.8446,0.9026,1.6245,1.4319,2.4928,2.3315,16
PI4K2B,0.7103,0.7347,0.4453,0.4260,0.9050,0.9910,1.6657,1.6206,2.6054,2.3194,31
PI4KA,1.0486,1.0584,0.5705,0.5183,1.3129,1.3037,1.8587,1.9603,1.1995,1.2216,139
PI4KB,4.4668,4.3761,0.9419,0.8632,0.6877,0.6600,0.6972,0.7488,0.5422,0.6213,57
PIAS1,0.7820,0.7476,1.0678,1.1215,1.5208,1.3534,1.5082,1.7230,0.9931,1.0127,11
PIAS2,0.9757,0.8975,1.3764,0.8409,1.5103,1.0903,1.5551,1.4122,1.4095,1.0218,2
PIAS3,0.8210,0.7995,1.1825,1.1380,1.2755,1.2525,1.2215,1.2817,1.0856,0.8936,10
PIAS4,0.4756,0.5422,1.7931,1.5960,1.2464,1.0298,1.0529,1.0309,0.7653,0.6455,16
PIBF1,0.9388,0.8834,1.4278,1.4363,0.8655,0.8836,0.9657,0.9317,1.4649,1.6111,46
PICALM,1.9205,1.7324,1.0158,1.0009,1.1510,1.2524,1.3849,1.4770,0.7882,0.9012,72
PICK1,3.4471,3.4497,0.6291,0.5787,0.8166,0.8714,1.0248,1.1287,1.0098,0.9073,21
PIEZO1,0.6779,0.6547,0.4144,0.4976,1.3692,1.2915,2.1568,1.9315,1.3521,1.3381,126
PIGA,0.5376,0.4937,0.3075,0.2874,1.5081,1.4982,2.1036,2.2653,1.6107,1.5168,22
PIGB,0.6752,0.7004,0.7147,0.6081,1.3705,1.3544,1.7193,1.8246,1.3203,1.5859,4
PIGC,1.4376,1.1610,0.5734,0.6619,1.1787,1.3042,1.9096,1.9510,1.1740,1.3118,1
PIGG,0.4538,0.4559,0.3098,0.3210,1.1633,1.2362,2.1997,2.1938,1.9591,1.6886,34
PIGH,0.7374,0.6836,0.4450,0.5077,1.4565,1.3236,1.9062,2.0431,1.3308,1.2430,14
PIGK,0.6579,0.5265,0.4614,0.4140,1.4216,1.3742,2.0507,1.9756,1.4054,1.3026,55
PIGL,0.7818,0.5574,0.4739,0.7506,1.2201,1.1696,1.3896,1.6506,1.3117,1.1374,4
PIGM,0.5526,0.4755,0.3100,0.2679,1.3619,1.4151,2.0737,2.1629,1.5923,1.6075,4
PIGN,0.2047,0.2990,0.2822,0.3086,1.4200,1.3855,2.0718,2.0272,1.4804,1.3331,5
PIGO,0.5563,0.6853,0.4497,0.4240,1.4482,1.4290,2.2329,2.0355,1.5141,1.2278,36
PIGP,0.4982,0.5610,0.3754,0.2814,1.5670,1.4285,2.1807,2.1789,1.3392,1.3966,7
PIGQ,0.8034,0.8523,0.4880,0.5192,1.4138,1.3699,2.1300,1.9428,1.4895,1.2810,14
PIGS,0.5303,0.5134,0.5021,0.4177,1.4288,1.4943,2.1966,2.1268,1.3740,1.3780,56
PIGT,0.6651,0.6838,0.4831,0.6544,1.4267,1.3574,2.0011,1.9120,1.3933,1.1665,50
PIGU,0.4133,0.3760,0.2423,0.3465,1.4874,1.4065,2.1635,2.2937,1.4136,1.4862,17
PIGV,0.5278,0.4993,0.4884,0.3205,1.2972,1.2304,2.3017,2.0798,2.2995,1.3728,4
PIGW,0.1479,0.2507,0.5592,0.8309,1.3197,1.3839,2.1315,2.0436,1.3649,1.3443,6
PIGX,0.6528,0.7088,0.3467,0.5467,1.4204,1.3705,1.7753,2.1000,1.4935,1.5799,19
